Date,F.Y,QUARTER,P_NO,PAYMENT TYPE,TYPE OF PRODUCT,Quantity,Price,Amount,TYPE OF ACCESSORY/MOBILE
31-03-2019,2018-2019,4,P/A/26,CASH,ACCESSORY,1,1788.14,2288.14,CHARGER 
18-02-2020,2019-2020,4,P/A/7,CASH,ACCESSORY,1,1694.92,2194.92,GALAXY WATCH
25-01-2020,2019-2020,4,P/M/A46,CREDIT,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
27-01-2020,2019-2020,4,P/A/41,MOBILE PAYMENTS,ACCESSORY,1,728.82,1228.82,POWER BANK
27-01-2020,2019-2020,4,P/M/A35,DEBIT,MOBILE,1,35213.4,35713.4,PREMIUM MIDRANGE PHONE
05-02-2019,2018-2019,4,P/A/47,CASH,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
13-02-2020,2019-2020,4,P/A/47,CASH,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
28-01-2020,2019-2020,4,P/M/A24,DEBIT,MOBILE,1,982.14,1482.14,BUDGET PHONE
29-01-2020,2019-2020,4,P/M/A8,DEBIT,MOBILE,1,12891.96,13391.96,BUDGET PHONE
24-02-2020,2019-2020,4,P/A/47,CASH,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
01-02-2020,2019-2020,4,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
02-02-2020,2019-2020,4,P/A/21,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
02-02-2020,2019-2020,4,P/M/A2,DEBIT,MOBILE,1,8427.68,8927.68,BUDGET PHONE
03-02-2020,2019-2020,4,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,2126.28,2626.28,COVER
04-03-2020,2019-2020,4,P/A/47,CASH,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
03-02-2020,2019-2020,4,P/M/A2,DEBIT,MOBILE,1,8427.68,8927.68,BUDGET PHONE
04-02-2020,2019-2020,4,P/A/21,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
27-01-2019,2018-2019,4,P/A/47,CASH,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
05-02-2020,2019-2020,4,P/M/A6,MOBILE PAYMENTS,MOBILE,1,4223.22,4723.22,BUDGET PHONE
07-01-2019,2018-2019,4,P/A/47,CASH,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
08-01-2019,2018-2019,4,P/A/47,CASH,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
16-01-2019,2018-2019,4,P/A/47,CASH,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
31-03-2019,2018-2019,4,P/A/47,CASH,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
07-02-2020,2019-2020,4,P/A/44,DEBIT,ACCESSORY,1,7542.38,8042.38,WIRELESS EARPHONES
07-02-2020,2019-2020,4,P/M/A2,CREDIT,MOBILE,1,7534.82,8034.82,BUDGET PHONE
25-03-2019,2018-2019,4,P/M/A25,MOBILE PAYMENTS,MOBILE,1,1366.08,1866.08,BUDGET PHONE
09-02-2020,2019-2020,4,P/M/A73,CREDIT,MOBILE,1,36106.24,36606.24,PREMIUM MIDRANGE PHONE
12-02-2020,2019-2020,4,P/M/A35,MOBILE PAYMENTS,MOBILE,1,39677.68,40177.68,PREMIUM MIDRANGE PHONE
13-02-2020,2019-2020,4,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
13-02-2020,2019-2020,4,P/A/41,CREDIT,ACCESSORY,1,2381.36,2881.36,POWER BANK
31-03-2019,2018-2019,4,P/M/A25,CASH,MOBILE,1,1285.72,1785.72,BUDGET PHONE
14-02-2020,2019-2020,4,P/A/47,CREDIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
14-02-2020,2019-2020,4,P/M/A23,CREDIT,MOBILE,1,750,1250,BUDGET PHONE
02-03-2020,2019-2020,4,P/M/A24,CASH,MOBILE,1,1017.86,1517.86,BUDGET PHONE
14-02-2020,2019-2020,4,P/M/A8,MOBILE PAYMENTS,MOBILE,1,12891.96,13391.96,BUDGET PHONE
09-02-2019,2018-2019,4,P/M/A24,CASH,MOBILE,1,973.22,1473.22,BUDGET PHONE
15-02-2020,2019-2020,4,P/M/A4,MOBILE PAYMENTS,MOBILE,1,10213.4,10713.4,BUDGET PHONE
16-02-2020,2019-2020,4,P/M/A23,DEBIT,MOBILE,1,750,1250,BUDGET PHONE
30-01-2020,2019-2020,4,P/M/A24,CASH,MOBILE,1,950.9,1450.9,BUDGET PHONE
18-02-2020,2019-2020,4,P/A/21,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
17-01-2021,2020-2021,4,P/M/A24,MOBILE PAYMENTS,MOBILE,1,949.16,1449.16,BUDGET PHONE
18-02-2020,2019-2020,4,P/M/A2,MOBILE PAYMENTS,MOBILE,1,7534.82,8034.82,BUDGET PHONE
18-02-2020,2019-2020,4,P/M/A8,MOBILE PAYMENTS,MOBILE,1,13784.82,14284.82,BUDGET PHONE
19-02-2020,2019-2020,4,P/A/21,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
19-02-2020,2019-2020,4,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,1872.04,2372.04,COVER
19-02-2020,2019-2020,4,P/M/A2,DEBIT,MOBILE,1,7534.82,8034.82,BUDGET PHONE
19-02-2020,2019-2020,4,P/M/A73,DEBIT,MOBILE,1,36106.24,36606.24,PREMIUM MIDRANGE PHONE
19-02-2020,2019-2020,4,P/M/A8,MOBILE PAYMENTS,MOBILE,1,12891.96,13391.96,BUDGET PHONE
20-02-2020,2019-2020,4,P/A/30,MOBILE PAYMENTS,ACCESSORY,1,5940.68,6440.68,COVER
20-02-2020,2019-2020,4,P/A/4,CREDIT,ACCESSORY,1,23652.54,24152.54,GALAXY WATCH
20-02-2020,2019-2020,4,P/M/A4,CREDIT,MOBILE,1,9901.78,10401.78,BUDGET PHONE
20-02-2020,2019-2020,4,P/T/S11,CASH,TABLET,1,50262.72,50762.72,FLAGSHIP TAB
18-01-2020,2019-2020,4,P/A/41,CASH,ACCESSORY,1,771.18,1271.18,POWER BANK
23-02-2020,2019-2020,4,P/M/A25,DEBIT,MOBILE,1,1330.36,1830.36,BUDGET PHONE
23-02-2020,2019-2020,4,P/M/A73,CREDIT,MOBILE,1,34320.54,34820.54,PREMIUM MIDRANGE PHONE
24-02-2020,2019-2020,4,P/A/30,DEBIT,ACCESSORY,1,8821.19,9321.19,COVER
29-03-2019,2018-2019,4,P/M/A23,CASH,MOBILE,1,758.92,1258.92,BUDGET PHONE
27-02-2020,2019-2020,4,P/A/41,CREDIT,ACCESSORY,1,2338.98,2838.98,POWER BANK
28-02-2020,2019-2020,4,P/A/41,DEBIT,ACCESSORY,1,771.18,1271.18,POWER BANK
28-02-2020,2019-2020,4,P/M/A45,DEBIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
29-02-2020,2019-2020,4,P/M/A76,DEBIT,MOBILE,1,61999.1,62499.1,FLAGSHIP PHONE
01-03-2020,2019-2020,4,P/M/A24,CREDIT,MOBILE,1,982.14,1482.14,BUDGET PHONE
06-02-2019,2018-2019,4,P/M/A23,CASH,MOBILE,1,750,1250,BUDGET PHONE
06-02-2020,2019-2020,4,P/M/A23,CASH,MOBILE,1,727.68,1227.68,BUDGET PHONE
03-03-2020,2019-2020,4,P/A/35,DEBIT,ACCESSORY,1,2295.76,2795.76,COVER
17-01-2019,2018-2019,4,P/A/41,CASH,ACCESSORY,1,686.44,1186.44,POWER BANK
04-03-2020,2019-2020,4,P/M/A3,DEBIT,MOBILE,1,10651.78,11151.78,BUDGET PHONE
05-03-2020,2019-2020,4,P/A/44,MOBILE PAYMENTS,ACCESSORY,1,7127.12,7627.12,WIRELESS EARPHONES
05-03-2020,2019-2020,4,P/M/A25,MOBILE PAYMENTS,MOBILE,1,1308.04,1808.04,BUDGET PHONE
05-03-2020,2019-2020,4,P/M/A8,CREDIT,MOBILE,1,12891.96,13391.96,BUDGET PHONE
05-03-2020,2019-2020,4,P/M/A8,MOBILE PAYMENTS,MOBILE,1,13784.82,14284.82,BUDGET PHONE
06-03-2020,2019-2020,4,P/M/A47,DEBIT,MOBILE,1,59320.54,59820.54,FLAGSHIP PHONE
06-03-2020,2019-2020,4,P/M/A48,CREDIT,MOBILE,1,65570.54,66070.54,FLAGSHIP PHONE
06-03-2020,2019-2020,4,P/M/A48,DEBIT,MOBILE,1,65570.54,66070.54,FLAGSHIP PHONE
06-03-2020,2019-2020,4,P/M/A48,CREDIT,MOBILE,1,65570.54,66070.54,FLAGSHIP PHONE
16-01-2019,2018-2019,4,P/A/19,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
20-01-2019,2018-2019,4,P/A/19,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
07-03-2020,2019-2020,4,P/M/A70,MOBILE PAYMENTS,MOBILE,1,13784.82,14284.82,BUDGET PHONE
02-02-2019,2018-2019,4,P/A/19,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
05-02-2019,2018-2019,4,P/A/19,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
09-02-2019,2018-2019,4,P/A/20,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
09-03-2020,2019-2020,4,P/M/A2,DEBIT,MOBILE,1,8427.68,8927.68,BUDGET PHONE
09-03-2020,2019-2020,4,P/M/A4,CREDIT,MOBILE,1,11106.24,11606.24,BUDGET PHONE
11-03-2020,2019-2020,4,P/A/47,DEBIT,ACCESSORY,1,1872.88,2372.88,WIRELESS HEADSET
12-03-2020,2019-2020,4,P/A/41,CREDIT,ACCESSORY,1,2254.24,2754.24,POWER BANK
12-03-2020,2019-2020,4,P/A/43,CREDIT,ACCESSORY,1,516.94,1016.94,WIRELESS EARPHONES
12-03-2020,2019-2020,4,P/M/A49,CREDIT,MOBILE,1,82534.82,83034.82,LUXURY PHONE
26-02-2019,2018-2019,4,P/A/20,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
14-03-2020,2019-2020,4,P/M/A69,CREDIT,MOBILE,1,13784.82,14284.82,BUDGET PHONE
14-03-2020,2019-2020,4,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
19-03-2019,2018-2019,4,P/A/20,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
15-03-2020,2019-2020,4,P/M/A23,CREDIT,MOBILE,1,750,1250,BUDGET PHONE
15-03-2020,2019-2020,4,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
15-03-2020,2019-2020,4,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
15-03-2020,2019-2020,4,P/M/A8,DEBIT,MOBILE,1,13784.82,14284.82,BUDGET PHONE
16-03-2020,2019-2020,4,P/M/A3,CREDIT,MOBILE,1,10651.78,11151.78,BUDGET PHONE
16-03-2020,2019-2020,4,P/M/A3,MOBILE PAYMENTS,MOBILE,1,10651.78,11151.78,BUDGET PHONE
16-03-2020,2019-2020,4,P/M/A4,CREDIT,MOBILE,1,10213.4,10713.4,BUDGET PHONE
16-03-2020,2019-2020,4,P/M/A8,DEBIT,MOBILE,1,12891.96,13391.96,BUDGET PHONE
24-01-2020,2019-2020,4,P/A/41,CASH,ACCESSORY,1,559.32,1059.32,POWER BANK
17-03-2020,2019-2020,4,P/M/A47,CREDIT,MOBILE,1,59320.54,59820.54,FLAGSHIP PHONE
18-03-2020,2019-2020,4,P/A/2,MOBILE PAYMENTS,ACCESSORY,1,23644.06,24144.06,GALAXY WATCH
06-01-2019,2018-2019,4,P/M/A20,MOBILE PAYMENTS,MOBILE,1,22705.36,23205.36,MIDRANGE PHONE
18-03-2020,2019-2020,4,P/M/A24,MOBILE PAYMENTS,MOBILE,1,973.22,1473.22,BUDGET PHONE
18-03-2020,2019-2020,4,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
19-03-2020,2019-2020,4,P/M/A24,DEBIT,MOBILE,1,928.58,1428.58,BUDGET PHONE
20-03-2020,2019-2020,4,P/A/6,DEBIT,ACCESSORY,1,30000,30500,GALAXY WATCH
14-01-2019,2018-2019,4,P/A/21,CASH,ACCESSORY,1,516.1,1016.1,CHARGER 
13-01-2019,2018-2019,4,P/T/S7,MOBILE PAYMENTS,TABLET,1,24915.26,25415.26,MIDRANGE TAB
25-01-2019,2018-2019,4,P/T/S7,CASH,TABLET,1,24915.26,25415.26,MIDRANGE TAB
09-02-2020,2019-2020,4,P/M/A15,CREDIT,MOBILE,1,25383.92,25883.92,MIDRANGE PHONE
01-03-2020,2019-2020,4,P/M/A15,CREDIT,MOBILE,1,25383.92,25883.92,MIDRANGE PHONE
15-03-2020,2019-2020,4,P/M/A15,CREDIT,MOBILE,1,25383.92,25883.92,MIDRANGE PHONE
02-01-2020,2019-2020,4,P/M/A16,MOBILE PAYMENTS,MOBILE,1,25391.96,25891.96,MIDRANGE PHONE
19-01-2019,2018-2019,4,P/A/21,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
26-01-2019,2018-2019,4,P/A/21,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
09-01-2020,2019-2020,4,P/M/A16,MOBILE PAYMENTS,MOBILE,1,25391.96,25891.96,MIDRANGE PHONE
01-02-2020,2019-2020,4,P/M/A17,DEBIT,MOBILE,1,26284.82,26784.82,MIDRANGE PHONE
26-02-2020,2019-2020,4,P/M/A17,CREDIT,MOBILE,1,26284.82,26784.82,MIDRANGE PHONE
01-03-2020,2019-2020,4,P/M/A17,DEBIT,MOBILE,1,26284.82,26784.82,MIDRANGE PHONE
04-02-2019,2018-2019,4,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
05-03-2020,2019-2020,4,P/M/A17,CREDIT,MOBILE,1,26284.82,26784.82,MIDRANGE PHONE
09-03-2020,2019-2020,4,P/M/A17,DEBIT,MOBILE,1,26284.82,26784.82,MIDRANGE PHONE
15-03-2020,2019-2020,4,P/M/A17,MOBILE PAYMENTS,MOBILE,1,26284.82,26784.82,MIDRANGE PHONE
16-03-2020,2019-2020,4,P/M/A17,MOBILE PAYMENTS,MOBILE,1,26284.82,26784.82,MIDRANGE PHONE
02-01-2021,2020-2021,4,P/M/A66,MOBILE PAYMENTS,MOBILE,1,6025.42,6525.42,BUDGET PHONE
03-01-2021,2020-2021,4,P/M/A65,DEBIT,MOBILE,1,5007.62,5507.62,BUDGET PHONE
06-01-2021,2020-2021,4,P/M/A68,DEBIT,MOBILE,1,13058.48,13558.48,BUDGET PHONE
01-03-2019,2018-2019,4,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
07-01-2021,2020-2021,4,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
07-01-2021,2020-2021,4,P/A/7,DEBIT,ACCESSORY,1,1406.78,1906.78,GALAXY WATCH
07-01-2021,2020-2021,4,P/M/A36,DEBIT,MOBILE,1,41872.04,42372.04,PREMIUM MIDRANGE PHONE
07-01-2021,2020-2021,4,P/M/A48,DEBIT,MOBILE,1,64939.84,65439.84,FLAGSHIP PHONE
10-01-2021,2020-2021,4,P/M/A8,MOBILE PAYMENTS,MOBILE,1,12892.38,13392.38,BUDGET PHONE
12-01-2021,2020-2021,4,P/M/A67,MOBILE PAYMENTS,MOBILE,1,8821.18,9321.18,BUDGET PHONE
13-01-2021,2020-2021,4,P/M/A36,DEBIT,MOBILE,1,41872.04,42372.04,PREMIUM MIDRANGE PHONE
15-01-2021,2020-2021,4,P/M/A17,MOBILE PAYMENTS,MOBILE,3,26650.85,81452.54,MIDRANGE PHONE
26-03-2019,2018-2019,4,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
16-01-2021,2020-2021,4,P/A/22,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
17-01-2021,2020-2021,4,P/M/A23,CREDIT,MOBILE,1,694.92,1194.92,BUDGET PHONE
14-01-2020,2019-2020,4,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
17-01-2021,2020-2021,4,P/M/A67,MOBILE PAYMENTS,MOBILE,1,9838.98,10338.98,BUDGET PHONE
17-01-2021,2020-2021,4,P/M/A79,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
01-01-2020,2019-2020,4,P/M/A16,DEBIT,MOBILE,1,27177.68,27677.68,MIDRANGE PHONE
19-01-2021,2020-2021,4,P/A/22,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
15-02-2020,2019-2020,4,P/A/21,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
20-01-2021,2020-2021,4,P/T/S12,DEBIT,TABLET,1,53736.44,54236.44,FLAGSHIP TAB
21-01-2021,2020-2021,4,P/A/22,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
24-01-2020,2019-2020,4,P/M/A16,DEBIT,MOBILE,1,27177.68,27677.68,MIDRANGE PHONE
25-01-2020,2019-2020,4,P/M/A16,MOBILE PAYMENTS,MOBILE,1,27177.68,27677.68,MIDRANGE PHONE
22-01-2021,2020-2021,4,P/M/A52,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
22-01-2021,2020-2021,4,P/M/A68,DEBIT,MOBILE,1,13482.2,13982.2,BUDGET PHONE
24-01-2021,2020-2021,4,P/A/7,CREDIT,ACCESSORY,1,1618.64,2118.64,GALAXY WATCH
01-02-2020,2019-2020,4,P/M/A16,CREDIT,MOBILE,1,27177.68,27677.68,MIDRANGE PHONE
24-01-2021,2020-2021,4,P/M/A51,CREDIT,MOBILE,1,72380.5,72880.5,FLAGSHIP PHONE
24-01-2021,2020-2021,4,P/M/A65,CREDIT,MOBILE,1,3736.44,4236.44,BUDGET PHONE
03-02-2020,2019-2020,4,P/M/A16,MOBILE PAYMENTS,MOBILE,1,27177.68,27677.68,MIDRANGE PHONE
03-01-2020,2019-2020,4,P/A/22,CASH,ACCESSORY,1,474.58,974.58,CHARGER 
25-01-2021,2020-2021,4,P/A/27,CREDIT,ACCESSORY,2,771.19,2542.38,CHARGER 
24-01-2019,2018-2019,4,P/A/39,CASH,ACCESSORY,1,432.2,932.2,COVER
25-01-2021,2020-2021,4,P/M/A52,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
25-01-2021,2020-2021,4,P/M/A52,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
25-01-2021,2020-2021,4,P/M/A52,DEBIT,MOBILE,1,102550,103050,LUXURY PHONE
25-01-2021,2020-2021,4,P/M/A65,CREDIT,MOBILE,1,4161.02,4661.02,BUDGET PHONE
26-01-2021,2020-2021,4,P/M/A5,CREDIT,MOBILE,1,13482.2,13982.2,BUDGET PHONE
27-01-2021,2020-2021,4,P/M/A52,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
27-01-2021,2020-2021,4,P/M/A52,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
29-01-2021,2020-2021,4,P/A/27,DEBIT,ACCESSORY,1,771.18,1271.18,CHARGER 
29-01-2021,2020-2021,4,P/M/A50,CREDIT,MOBILE,1,62211.02,62711.02,FLAGSHIP PHONE
29-01-2021,2020-2021,4,P/M/A67,MOBILE PAYMENTS,MOBILE,1,8821.18,9321.18,BUDGET PHONE
30-01-2021,2020-2021,4,P/M/A36,CREDIT,MOBILE,1,41872.03,42372.03,PREMIUM MIDRANGE PHONE
30-01-2021,2020-2021,4,P/M/A5,MOBILE PAYMENTS,MOBILE,1,14330.5,14830.5,BUDGET PHONE
30-01-2021,2020-2021,4,P/M/A67,DEBIT,MOBILE,1,9838.98,10338.98,BUDGET PHONE
31-01-2021,2020-2021,4,P/A/21,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
31-01-2021,2020-2021,4,P/A/30,CREDIT,ACCESSORY,1,1703.38,2203.38,COVER
31-01-2021,2020-2021,4,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,2042.38,2542.38,COVER
01-04-2022,2022-2023,1,P/A/36,CASH,ACCESSORY,1,2042.38,2542.38,COVER
01-04-2022,2022-2023,1,P/A/47,CASH,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
01-04-2021,2021-2022,1,P/M/A34,CREDIT,MOBILE,1,12803.58,13303.58,BUDGET PHONE
01-04-2021,2021-2022,1,P/M/A42,CREDIT,MOBILE,1,51196.43,51696.43,FLAGSHIP PHONE
01-04-2021,2021-2022,1,P/M/A42,DEBIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
01-04-2021,2021-2022,1,P/M/A43,MOBILE PAYMENTS,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
02-04-2021,2021-2022,1,P/M/A19,MOBILE PAYMENTS,MOBILE,1,30741.08,31241.08,PREMIUM MIDRANGE PHONE
02-04-2021,2021-2022,1,P/M/A34,DEBIT,MOBILE,1,12803.58,13303.58,BUDGET PHONE
02-04-2021,2021-2022,1,P/M/A43,CREDIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
03-04-2022,2022-2023,1,P/A/47,CASH,ACCESSORY,1,1703.38,2203.38,WIRELESS HEADSET
03-04-2021,2021-2022,1,P/M/A19,MOBILE PAYMENTS,MOBILE,1,30741.08,31241.08,PREMIUM MIDRANGE PHONE
03-04-2021,2021-2022,1,P/M/A42,CREDIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
03-04-2021,2021-2022,1,P/M/A42,DEBIT,MOBILE,1,51196.43,51696.43,FLAGSHIP PHONE
03-04-2021,2021-2022,1,P/M/A43,CREDIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
03-04-2022,2022-2023,1,P/T/S1,MOBILE PAYMENTS,TABLET,1,9584.74,10084.74,BUDGET TABLET
04-04-2022,2022-2023,1,P/A/47,DEBIT,ACCESSORY,1,1406.78,1906.78,WIRELESS HEADSET
04-04-2021,2021-2022,1,P/M/A40,CREDIT,MOBILE,1,44133.93,44633.93,PREMIUM MIDRANGE PHONE
05-04-2021,2021-2022,1,P/M/A23,DEBIT,MOBILE,1,758.92,1258.92,BUDGET PHONE
05-04-2021,2021-2022,1,P/M/A32,CREDIT,MOBILE,1,11910.72,12410.72,BUDGET PHONE
05-04-2021,2021-2022,1,P/M/A41,CREDIT,MOBILE,1,45919.64,46419.64,PREMIUM MIDRANGE PHONE
06-04-2022,2022-2023,1,P/A/47,CASH,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
06-04-2021,2021-2022,1,P/M/A29,CASH,MOBILE,1,571.42,1071.42,BUDGET PHONE
06-04-2021,2021-2022,1,P/M/A43,MOBILE PAYMENTS,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
06-04-2021,2021-2022,1,P/M/A74,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
07-04-2022,2022-2023,1,P/A/22,CASH,ACCESSORY,1,516.1,1016.1,CHARGER 
07-04-2022,2022-2023,1,P/A/22,CASH,ACCESSORY,1,516.1,1016.1,CHARGER 
07-04-2022,2022-2023,1,P/A/30,CASH,ACCESSORY,1,1363.56,1863.56,COVER
07-04-2022,2022-2023,1,P/A/35,CASH,ACCESSORY,1,2295.76,2795.76,COVER
07-04-2021,2021-2022,1,P/M/A34,CREDIT,MOBILE,1,12803.58,13303.58,BUDGET PHONE
07-04-2021,2021-2022,1,P/M/A54,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
07-04-2021,2021-2022,1,P/M/A61,MOBILE PAYMENTS,MOBILE,1,7973.22,8473.22,BUDGET PHONE
07-04-2021,2021-2022,1,P/M/A74,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
08-04-2022,2022-2023,1,P/A/22,CASH,ACCESSORY,1,516.1,1016.1,CHARGER 
08-04-2022,2022-2023,1,P/A/35,CASH,ACCESSORY,1,2295.76,2795.76,COVER
08-04-2022,2022-2023,1,P/A/47,CASH,ACCESSORY,1,1364.4,1864.4,WIRELESS HEADSET
08-04-2022,2022-2023,1,P/A/47,CASH,ACCESSORY,1,1406.78,1906.78,WIRELESS HEADSET
08-04-2022,2022-2023,1,P/A/47,CASH,ACCESSORY,1,1576.28,2076.28,WIRELESS HEADSET
08-04-2021,2021-2022,1,P/M/A24,CASH,MOBILE,1,982.14,1482.14,BUDGET PHONE
08-04-2021,2021-2022,1,P/M/A25,CREDIT,MOBILE,1,1330.36,1830.36,BUDGET PHONE
08-04-2021,2021-2022,1,P/M/A32,MOBILE PAYMENTS,MOBILE,1,11910.72,12410.72,BUDGET PHONE
08-04-2021,2021-2022,1,P/M/A34,MOBILE PAYMENTS,MOBILE,1,12803.58,13303.58,BUDGET PHONE
08-04-2021,2021-2022,1,P/M/A34,DEBIT,MOBILE,1,12803.58,13303.58,BUDGET PHONE
08-04-2021,2021-2022,1,P/M/A42,DEBIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
08-04-2021,2021-2022,1,P/M/A42,DEBIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
08-04-2021,2021-2022,1,P/M/A42,CREDIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
08-04-2021,2021-2022,1,P/M/A43,DEBIT,MOBILE,1,61017.86,61517.86,FLAGSHIP PHONE
08-04-2021,2021-2022,1,P/M/A43,CREDIT,MOBILE,1,61017.86,61517.86,FLAGSHIP PHONE
08-04-2021,2021-2022,1,P/M/A74,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
09-04-2022,2022-2023,1,P/A/47,CASH,ACCESSORY,4,1406.78,7627.12,WIRELESS HEADSET
21-04-2021,2021-2022,1,P/M/A62,MOBILE PAYMENTS,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
09-04-2021,2021-2022,1,P/M/A42,CREDIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
22-04-2021,2021-2022,1,P/M/A62,CREDIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
10-04-2022,2022-2023,1,P/A/22,CREDIT,ACCESSORY,1,516.1,1016.1,CHARGER 
10-04-2022,2022-2023,1,P/A/47,DEBIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
10-04-2021,2021-2022,1,P/M/A34,CREDIT,MOBILE,1,12803.58,13303.58,BUDGET PHONE
10-04-2021,2021-2022,1,P/M/A42,DEBIT,MOBILE,1,58339.28,58839.28,FLAGSHIP PHONE
10-04-2021,2021-2022,1,P/M/A54,CASH,MOBILE,1,6375,6875,BUDGET PHONE
11-04-2022,2022-2023,1,P/A/47,MOBILE PAYMENTS,ACCESSORY,2,1533.9,4067.8,WIRELESS HEADSET
11-04-2022,2022-2023,1,P/A/51,CASH,ACCESSORY,1,431.36,931.36,WIRELESS HEADSET
11-04-2021,2021-2022,1,P/M/A42,MOBILE PAYMENTS,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
11-04-2021,2021-2022,1,P/M/A43,MOBILE PAYMENTS,MOBILE,1,61017.86,61517.86,FLAGSHIP PHONE
12-04-2021,2021-2022,1,P/M/A34,MOBILE PAYMENTS,MOBILE,1,12446.42,12946.42,BUDGET PHONE
12-04-2021,2021-2022,1,P/M/A43,CREDIT,MOBILE,1,57446.43,57946.43,FLAGSHIP PHONE
12-04-2021,2021-2022,1,P/M/A61,DEBIT,MOBILE,1,8160.72,8660.72,BUDGET PHONE
13-04-2022,2022-2023,1,P/A/21,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
13-04-2021,2021-2022,1,P/M/A24,MOBILE PAYMENTS,MOBILE,1,973.22,1473.22,BUDGET PHONE
